G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.1292629	0.1896648	0.6809603	0.8134744	0.0005439	0.1153826	0.1653764	0.7510254	0.6849222
0.8110863	0.0000000	0.5287287	0.1400951	0.3476458	0.4655652	0.6266340	0.4858824	0.6601293	0.7588422
0.3425077	0.6464342	0.0000000	0.7481215	0.5855239	0.0095739	0.1964651	0.0201869	0.6880045	0.6588642
0.6268777	0.1303115	0.7620554	0.0000000	0.4016732	0.2567094	0.5278140	0.5331524	0.5997795	0.7322568
0.7698867	0.1203057	0.7149513	0.0153311	0.0000000	0.2624406	0.4395657	0.4590878	0.6242348	0.7784375
0.6604053	0.1405180	0.5093245	0.2448164	0.3239550	0.0000000	0.4519724	0.5335504	0.7561425	0.7350921
0.7089116	0.1076790	0.2263816	0.8071724	0.8432508	0.0046727	0.0000000	0.2399114	0.5208670	0.8812975
0.6155531	0.1871144	0.2478404	0.6521004	0.7058601	0.0815615	0.2892497	0.0000000	0.6994126	0.7768249
0.7308973	0.1754312	0.2800678	0.4772580	0.6514354	0.0559597	0.2918549	0.0277338	0.0000000	0.8431294
0.7269898	0.1222599	0.2831858	0.5964469	0.5649013	0.0869659	0.2819850	0.0248881	0.1376073	0.0000000
