G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.3448314	0.1752920	0.3950904	0.4069213	0.5825299	0.0893920	0.1887041	0.2242671	0.5093828	0.7253564
0.9401716	0.0840519	0.9267640	0.0821130	0.3790939	0.3960762	0.4213412	0.4042893	0.6721816	0.9544919
0.5354562	0.2110898	0.1099698	0.6447629	0.6852247	0.0379383	0.2621481	0.0725410	0.6106572	0.7626529
0.7406820	0.1386902	0.6905156	0.1348264	0.3192000	0.3602108	0.4598211	0.4330527	0.6448789	0.8257082
0.7498160	0.1292724	0.6651970	0.0096902	0.1736535	0.3264198	0.4844002	0.4635726	0.5916623	0.8473202
0.5752521	0.1092047	0.4697747	0.3864930	0.3848653	0.1689604	0.3965407	0.4800279	0.6269201	0.8075721
0.6579333	0.1513246	0.3046217	0.7521380	0.6780372	0.0090623	0.1620809	0.2527767	0.7067829	0.6449485
0.7176679	0.1382780	0.3896092	0.4820217	0.5162799	0.1101609	0.3745860	0.0805954	0.6072505	0.6572146
0.7698753	0.1137262	0.4196799	0.4129838	0.4309715	0.0934995	0.2797130	0.0950537	0.2912474	0.8440193
0.7135491	0.1242352	0.2888216	0.5327098	0.5167126	0.0624385	0.2723676	0.0464149	0.2378321	0.4725255
