G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.1749248	0.2826712	0.9433156	0.9735020	0.0020468	0.1509933	0.1318892	0.8088262	0.8997598
1.1369348	0.0000000	0.7925630	0.2170917	0.4690729	0.4907437	0.7100973	0.6854467	0.8626593	1.0568763
0.4603370	0.9626203	0.0000000	0.8821807	0.9541112	0.0049761	0.2422677	0.0253952	0.8350641	1.0999338
0.8372821	0.1264638	1.0242783	0.0000000	0.4533068	0.3912365	0.5499755	0.5933765	0.8474335	0.9378127
0.9605927	0.1982771	0.9928168	0.0143892	0.0000000	0.3992406	0.6855039	0.6311894	0.8708411	0.9061690
0.9373325	0.1912205	0.5751821	0.3748557	0.5628562	0.0000000	0.6891179	0.5015368	0.8266038	1.0493395
0.9097183	0.1503234	0.3334195	1.0059609	0.9541984	0.0032609	0.0000000	0.3313837	0.9286102	1.1135871
0.7899503	0.2150426	0.3804223	0.7322994	0.7122368	0.0912247	0.4037795	0.0000000	0.8696088	1.0441076
0.9481598	0.1881863	0.3322024	0.7088703	0.7108592	0.0418709	0.4023827	0.0268282	0.0000000	0.9955612
0.9261902	0.1848754	0.4174627	0.7078212	0.8003402	0.0713054	0.3756447	0.0287859	0.1439182	0.0000000
