G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	-0.7122961778659374	-0.35856073070317507	0.0	0.0	0.09633344324964085	0.0	0.0	0.0	-0.03734183916822076
0.0	0.0	-0.4214038159698248	0.0	0.0	0.0	0.26423380402085195	0.5213276737357411	0.0	0.0
-0.18861127854324877	0.0	-0.02051299554295838	0.0	0.0	0.32331850083271957	0.0	0.3358733649819079	0.09179255305642231	0.0
0.0	0.0	-0.7795682374853641	0.2938886744482071	-0.28493891190737486	0.0	0.0	0.0	0.607338883307222	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.762935399543494
0.0	0.0	-0.673485157545656	0.7016859584068508	0.0	0.2892620075187365	0.0	0.8980965202662083	0.0	-0.4488210699055344
0.0	0.0	0.0	0.334808130613491	0.0	0.0	0.5507098189013154	0.0	0.0	0.0
0.0	-0.2787837644573301	0.0	0.7453557994262875	0.0	0.0	0.0	0.0	0.4019358885459785	-0.998534228419885
0.0	0.0	-0.3867915195878595	0.9305868112528325	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.8366738259792328	-0.7924890038557351	0.0	0.0	0.7499754750794451	0.0	0.0	0.0	-0.1315187863074243
