G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.16960559642683126	0.08084566153188746	0.04506157394238142	-0.24245264438379338	-0.2552620644313902	0.23086021879845633	0.020226967636613944	-0.051515021348599484	0.17963046028474847	-0.14896058890271796
0.0641761548731445	0.23898781167671743	0.016817495244194198	0.1332869914686992	0.9651184591057557	-0.20658721151471796	-0.41005194150996144	0.10733717005838064	-0.40514756368882077	-0.2748260715945332
0.3956025891072957	0.025432224336067885	0.12513741504857787	0.44109610854374076	0.11520583427112807	0.32287498038389256	-0.2504486842858483	0.2175850072951991	-0.027825927126038316	-0.10007180068125218
0.07105550923958065	-0.2197383565048411	-0.07740817892062585	0.10209161434708397	0.3984425859239107	-0.41199741404723145	-0.2690141439591979	-0.7229646809220285	-0.1975444253836041	-0.2913041069625312
-0.3379883654777892	0.16477655342531333	0.3156484425221768	-0.5016832105345739	0.12363430248504383	-0.03190778659184746	-0.008761318849602875	0.035015327099669924	0.1636826624028633	-0.45279817950852264
0.45152304231205714	-0.22180133336146116	-0.3791096518063152	-0.06001892566927671	-0.2335365918218268	0.23018821886505866	-0.24665168407992685	-0.06390833957233757	-0.28616955145298695	-0.5343540742791696
-0.2097439808701368	0.2634884521134456	0.04853516520522599	0.40373679810083696	0.44544726452211797	-9.201334569226774E-4	0.07191642539593165	0.28302736088131997	0.18959233938986253	0.2712852059848495
0.01344194519152306	-0.29364325830375604	0.14779312522498161	0.3967922502103428	0.5775384849596285	0.14028208962265618	-0.3082699703219302	-0.43636095633259636	-0.06622102095815588	-0.2921576283524731
0.041702035994308495	-0.37530582877386826	0.11310685612861235	0.43933261043697586	0.11870139366535391	-0.038755903579598704	-0.06723055422181344	-0.6533954871660179	0.3351637114747025	-0.10469263527406153
-0.21534247726811975	-0.0890352568409169	-0.8920690014305583	-0.23363607054548086	0.06269343461128307	-0.02734170514348694	-0.20692073011322423	-0.1896453827465462	-0.09189535215408026	0.14732018143072023
