G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.7081078	0.1384244	0.7784267	0.0094059	0.1595428	0.3005439	0.4862533	0.4456090	0.3625499	0.6316941
0.7889091	0.1546943	0.2997297	0.4015445	0.3987307	0.1422640	0.2706987	0.2736828	0.4318277	0.6537969
0.6013374	0.1562615	0.2891718	0.4164452	0.3058114	0.4646338	0.5103760	0.3338512	0.5691081	0.6252265
0.7885503	0.0456534	0.2402320	0.5903273	0.5694982	0.0502827	0.3136200	0.1137769	0.3712715	0.6314805
0.4176898	0.1407494	0.2528660	0.6637568	0.5099950	0.0342050	0.2700818	0.1129268	0.3607534	0.3828018
0.8899129	0.0187683	0.4215546	0.1219641	0.2984618	0.2782255	0.2406829	0.0094540	0.0703432	0.3649389
0.4703395	0.1142159	0.4417063	0.3806405	0.4189888	0.2562079	0.4855967	0.5032278	0.5774079	0.8034154
0.7661918	0.0270600	0.3534551	0.5098314	0.4721267	0.2322537	0.4031592	0.1153360	0.4435518	0.6615732
0.7059772	0.0126400	0.2810600	0.5378658	0.4525203	0.2544184	0.3872826	0.1469029	0.5779123	0.7808850
0.1875454	0.5522335	0.0104909	0.8869242	0.7803459	0.0005422	0.1715449	0.0022916	0.4806578	0.7660732
