G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.1898979	0.3112872	0.9100896	0.9640269	0.0011302	0.1470849	0.1998189	0.8144635	1.0000000
1.0000000	0.0000000	0.8686248	0.1577536	0.4297487	0.4544138	0.6642157	0.5794088	0.8144635	1.0000000
0.4342295	0.9999995	0.0000000	0.8728405	0.8927309	0.0062745	0.2255544	0.0222393	0.8144635	1.0000000
0.8816395	0.1562707	0.9999987	0.0000007	0.4423698	0.4347362	0.6527523	0.6017603	0.8144635	1.0000000
0.8816193	0.1562887	0.9972592	0.0192903	0.0000000	0.4343749	0.6526168	0.6013878	0.8144635	1.0000000
0.8735298	0.1647822	0.5309391	0.4382321	0.5792498	0.0000000	0.5878011	0.4314504	0.8144635	1.0000000
0.8489906	0.1906634	0.3081518	0.9243095	1.0000000	0.0002612	0.0000000	0.1960883	0.8144635	1.0000000
0.8592923	0.1796954	0.3621663	0.7308780	0.7431206	0.0451110	0.3534821	0.0000000	0.8144635	1.0000000
0.8595432	0.1794232	0.3639585	0.7258547	0.7393495	0.0470417	0.3569421	0.0222393	0.0000000	1.0000000
0.8595900	0.1793924	0.3640643	0.7257012	0.7392994	0.0470742	0.3569655	0.0222393	0.1341253	0.0000000
