G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
-0.13752666745677403	-0.17383776778578616	0.061866890136186486	0.06612183641025986	-0.43305401069536115	0.10717052597200857	0.49962345129908825	0.06070442716839692	-0.17748450679225058	0.23147654566691012
-0.1058306488185238	-0.0200786804413563	-0.32464858194809687	0.1686076863977962	0.14164117586830494	-0.09728795320621865	-0.14258487201607442	-0.006230339080905381	0.13929661815262787	-0.260353033119898
-0.19077978814326496	0.006268855824898717	-0.4367298299523249	0.12970925430868407	0.24897130864148587	0.3006901327476132	-0.22659562113288198	-0.015106768822448864	0.22747340923446832	-0.2749468036506285
0.19533026684268132	-0.32720241063641836	0.024865805359701627	0.11942239496006457	0.10179079143736022	-0.11238394747725658	0.4752229301815105	-0.271574933883713	0.12503702560439192	-0.19426211906682495
-0.11595952946116618	0.06974579453401276	0.22918498299132853	0.14681693590890396	-0.05013061169989688	-0.051628215966082705	-0.2125115310067583	-0.07230835931760732	-0.34445075158534794	0.41130945674309743
0.22961100814010119	-0.10511781837792603	0.09134770020287217	0.26929801991332847	-0.2869395333076972	0.23853670856940884	-0.07159020598303437	-0.24382852732147348	-0.13905092573678346	0.12442851094557512
0.13112526642057187	0.28010214487318297	-0.0017574640235513308	-0.1831338293936096	-0.21444151028257716	0.06434933081624719	0.347945549948079	0.1748775191356489	0.18680751496313827	0.09192349157715098
0.05016605253916374	-0.0894055346938228	-0.4393056434244795	0.06312504659636697	0.36767460351245873	0.014889022941680865	-0.41932831813114546	-0.38860937805248413	0.46178434414823427	-0.10459894834195019
-0.07702906842384094	-0.19555110065275125	-0.3955180443709646	-0.30553087470795726	0.16954322189054602	0.12303943856017077	-0.16415851951122573	-0.2303129337336552	0.002350807565671984	0.033756360980653974
-0.053278623250180616	-0.01194274268053313	0.27978681191630667	0.30164882728583653	-0.0862717186429063	-0.33476952711708985	0.30736715584191265	0.3201850031252762	-0.1926219070386821	-0.28521553490498464
