G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0939005	0.3695689	1.0000000	0.4194168	0.2971298	0.5171823	0.5298468	0.8854176	0.0011562	0.0731605
0.1353524	0.7438293	0.6753542	0.4005277	0.4920978	0.7146851	0.0000002	0.9207340	0.0445038	0.0648887
0.0849732	0.8575684	0.5632715	0.4121172	0.5902369	0.8833234	0.0000001	0.9437113	0.0533120	0.0843808
0.1670347	0.3009652	1.0000000	0.4418826	0.3804460	0.4211825	0.5054242	0.5691265	0.0384353	0.0374851
0.0973923	0.4563373	1.0000000	0.3921160	0.2994347	0.4863304	0.0000007	0.7692749	0.0009224	0.0731605
0.1551567	0.4003094	1.0000000	0.4095144	0.2981135	0.5234580	0.0000007	0.5976828	0.0012100	0.0731605
0.1508854	0.4578162	0.9982429	0.2711793	0.2998343	0.5392707	0.3781056	0.9696000	0.0384456	0.0732905
0.2329272	0.7805281	0.5606957	0.4282116	0.6568078	0.8664989	0.0000001	0.5708374	0.0536339	0.1049375
0.1701502	0.6614287	0.6044854	0.2388545	0.5306127	0.8160354	0.0000002	0.7174107	0.0490552	0.1293817
0.1270072	0.4443946	1.0000000	0.3957399	0.2991933	0.3351553	0.3375950	0.9991950	0.0011350	0.0332440
