G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
-0.1286906215827912	0.0	0.0	-0.7251823893748224	0.0	-0.9904081146232784	0.0	0.0	0.0	-0.27090743998996913
-0.893845199374482	-0.9149116424378008	0.0	0.0	0.29366028209339246	0.0	0.7513078366506807	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.39477705739560887	-0.7833306270185858	0.0	0.01311826559145185	-0.6962795089930296	-0.7560491589829326
0.0	0.0	0.0	-0.6110135342460126	0.0	-0.6092698550783098	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.4040870805371515	0.0	0.0	-0.12025831313803792
0.0	0.0	-0.48553275782614946	-0.26631120103411376	0.4590645846271084	-0.7939575740601867	0.0	0.3160581536813471	-0.0016389053780585527	0.0
0.0	0.0	0.0	0.0	0.0	-0.06647112872451544	0.0	0.0	0.0	0.0
0.0	0.0	-0.16280542220920324	0.0	0.0	0.0	0.0	0.0	-0.8788178768008947	-0.32584508042782545
0.0	0.0	-0.49994973791763186	-0.9069861825555563	0.0	0.0	0.0	0.21764687627915474	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.5707638227947018	0.0	-0.7631461070850492	-0.47658170224167407
