G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0954112	0.2039042	0.9312484	0.3653810	0.2270038	0.3631420	0.4041958	0.7420642	0.0006367	0.0948386
0.1402810	0.4909006	0.4121569	0.3285442	0.4090492	0.5004765	0.0000145	0.7568462	0.0171126	0.0606231
0.0374513	0.6046015	0.4738204	0.2468280	0.4218992	0.7231026	0.0018561	0.6180751	0.0871934	0.1417875
0.1640293	0.2010675	0.6627970	0.3426808	0.4080359	0.2636395	0.3157626	0.4615952	0.0400575	0.0445357
0.0810367	0.3716882	0.7260142	0.2804588	0.2124989	0.3216678	0.0005599	0.5430441	0.0005738	0.0742261
0.1362752	0.2401820	0.7163504	0.2847180	0.1589390	0.4106969	0.0003161	0.4039061	0.0003457	0.0671073
0.1795242	0.3467610	0.6752301	0.2138661	0.2531635	0.4415942	0.3235659	0.8055698	0.0259925	0.0367991
0.1877060	0.6574291	0.4225522	0.3179183	0.4915401	0.6232296	0.0000801	0.5460541	0.0243367	0.0550953
0.1347915	0.5642467	0.4483774	0.1885025	0.3721554	0.5056976	0.0001123	0.6381162	0.0439719	0.0882476
0.1154357	0.4250762	0.6643481	0.2893355	0.2115889	0.3294820	0.2733454	0.6270092	0.0031308	0.0231175
