G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.3315464	0.6648017	0.3533010	0.2265089	0.3310955	0.0166365	0.6635641	0.0406498	0.0499690
0.4489858	0.0000000	0.7921690	0.4213804	0.0122631	0.3094780	0.0066865	0.1774985	0.0132070	0.0720035
0.1892167	0.8026878	0.0000000	0.5353369	0.7885158	0.6383423	0.6323957	0.7674255	0.6760897	0.8216443
0.0634578	0.3623802	0.7387424	0.0000000	0.2076606	0.4142702	0.0200200	0.5703798	0.0162631	0.0612604
0.1343238	0.3714994	0.7292085	0.3401866	0.0000000	0.4162702	0.0146911	0.6092817	0.0366122	0.0415641
0.1272471	0.3608330	0.8599971	0.3283276	0.3867558	0.0074959	0.0052501	0.6788832	0.0470293	0.0882351
0.0924796	0.3455183	0.7691629	0.2850657	0.2085921	0.3401476	0.0000000	0.5505036	0.0546899	0.0242590
0.1389881	0.2337390	0.8229175	0.3089407	0.2363807	0.3701462	0.0229827	0.0000000	0.0469154	0.0493672
0.1409511	0.3055472	0.6550833	0.1887083	0.2963912	0.3991571	0.0383415	0.6281921	0.0035264	0.0907199
0.1137064	0.3051061	0.7479397	0.2620239	0.2070209	0.4640028	0.0225370	0.6284194	0.0203982	0.0000000
