"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.1201014	0.3320561	0.7224215	0.2260550	0.2306707	0.3553877	0.0164399	0.5941726	0.0252324	0.0675352
50	0.1517641	0.3679346	0.8686541	0.2010477	0.1743082	0.2458077	0.0626993	0.6118310	0.0382755	0.0531777
100	0.0848271	0.2687450	0.5974238	0.1004094	0.2876941	0.1253743	0.0175556	0.5233215	0.0330381	0.0384112
150	0.1002223	0.3845747	0.7404522	0.0559847	0.2530862	0.0409215	0.0204758	0.6097392	0.0146423	0.0450868
200	0.0637723	0.2990568	0.6046285	0.1066805	0.2845195	0.0042701	0.0388411	0.7080086	0.0236549	0.0229400
250	0.0690450	0.3144247	0.7573200	0.0951100	0.2638222	0.0098888	0.0518531	0.5993259	0.0164425	0.0358766
300	0.0719974	0.2606322	0.6038553	0.0712800	0.2216368	0.0045933	0.0207486	0.5712118	0.0550700	0.0257667
350	0.0625563	0.3932352	0.7259513	0.0707176	0.2614585	0.0041833	0.0346668	0.6602594	0.0210472	0.0177574
400	0.0579617	0.1749103	0.6810248	0.0705398	0.2865990	0.0058870	0.0228691	0.7321515	0.0281223	0.0433801
450	0.0448472	0.3366970	0.6827626	0.0859536	0.1852489	0.0079630	0.0305348	0.6934544	0.0352768	0.0579981
500	0.0479042	0.3069678	0.7597623	0.1069130	0.2094694	0.0076987	0.0242806	0.5541982	0.0107743	0.0302738
550	0.1259861	0.3609461	0.7959419	0.1831926	0.2007177	0.1582558	0.0109069	0.7390810	0.0177557	0.0411616
600	0.1329661	0.3818653	0.8102277	0.2306176	0.2288211	0.2223959	0.0049338	0.5449021	0.0612660	0.0832713
650	0.1121847	0.4214982	0.5799605	0.2134542	0.2494000	0.4700430	0.0125518	0.5366331	0.0410532	0.0551952
700	0.1148147	0.3032767	0.6630071	0.2725049	0.2384901	0.4029166	0.0144735	0.6403692	0.0219084	0.0388688
750	0.0798336	0.2636015	0.7062515	0.2747187	0.2646519	0.4159220	0.0370943	0.6132327	0.0563843	0.0455779
800	0.0543717	0.2635683	0.8919813	0.3177612	0.2462678	0.3478677	0.0093615	0.5772237	0.0355028	0.0536684
850	0.0619242	0.2033362	0.8753091	0.3457156	0.2053613	0.2826521	0.0161377	0.6455072	0.0157293	0.0485990
900	0.1302566	0.3220278	0.7245162	0.2897494	0.2638354	0.3650800	0.0200397	0.6352727	0.0342384	0.0737274
950	0.0697688	0.2925049	0.8003943	0.3433812	0.2767847	0.5028240	0.0084351	0.7080950	0.0162138	0.0483972
1000	0.1545257	0.2983553	0.7102426	0.2744637	0.2406089	0.3029988	0.0197181	0.6012488	0.0503532	0.0528872

0	0.1087642	0.3541040	0.7806422	0.2498884	0.2762084	0.3689368	0.0116882	0.5748873	0.0461176	0.0358784
50	0.0543341	0.1512198	0.7414044	0.2916746	0.4365712	0.3804606	0.2553552	0.5296099	0.0349091	0.0483169
100	0.0242172	0.0899705	0.7369843	0.3042055	0.4134007	0.4262110	0.4791272	0.5003878	0.0404239	0.0922686
150	0.0067231	0.0717092	0.5867756	0.3406512	0.4258729	0.3788579	0.5067960	0.6266773	0.0364056	0.0738556
200	0.0212663	0.0209895	0.7335048	0.4817820	0.3528884	0.4878589	0.6404890	0.5437028	0.0271267	0.0556367
250	0.0199602	0.0352710	0.7400994	0.3659236	0.3268553	0.3943768	0.6458389	0.5570174	0.0410876	0.0698143
300	0.0164583	0.0093612	0.8296838	0.3222181	0.3290625	0.3383172	0.6364569	0.4861504	0.0266559	0.0560612
350	0.0285695	0.0288844	0.9080118	0.2780913	0.3200641	0.3442717	0.6596958	0.3603704	0.0422717	0.0578582
400	0.0086228	0.0104520	0.6711959	0.3403207	0.2189482	0.2417750	0.6300645	0.4223995	0.0067510	0.0293202
450	0.0270947	0.0147284	0.7306266	0.3967636	0.2732325	0.2779747	0.4490253	0.4188389	0.0247068	0.0530222
500	0.0306163	0.0676138	0.6690364	0.4509545	0.2573110	0.2630432	0.6196798	0.4683180	0.0297711	0.1040808
550	0.1166053	0.2218681	0.7548914	0.3531011	0.1833207	0.3210066	0.4420419	0.5285746	0.0216846	0.1088582
600	0.1364598	0.2769515	0.7840936	0.3596840	0.1799216	0.4312598	0.1996677	0.6031681	0.0188386	0.0443790
650	0.0646465	0.3064096	0.7287247	0.2180666	0.1998936	0.4372979	0.0964320	0.5792472	0.0500832	0.0790268
700	0.0943796	0.3406282	0.7897601	0.2514617	0.2633578	0.4890823	0.0402428	0.5186812	0.0443972	0.0446246
750	0.1151086	0.3230283	0.7500449	0.2605654	0.2119351	0.3275652	0.0759599	0.7135399	0.0277794	0.0544743
800	0.1527090	0.3039035	0.7899066	0.2793532	0.2864191	0.3947263	0.0473046	0.6178741	0.0166260	0.0226658
850	0.1284076	0.3540247	0.7600343	0.2658305	0.2650372	0.3539001	0.0158009	0.8178029	0.0425813	0.0189381
