G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.4416217	0.6205373	0.3054793	0.2341136	0.3362047	0.0354806	0.6349817	0.0126083	0.0627523
0.4277146	0.0000000	0.7695045	0.4594002	0.0153050	0.3282220	0.0518081	0.1367824	0.0371119	0.0758184
0.2159068	0.6479714	0.0000000	0.3991817	0.7779354	0.8035707	0.5720251	0.6517451	0.6560130	0.7248702
0.0785564	0.3723001	0.7753151	0.0000000	0.2144258	0.3776547	0.0358139	0.5549730	0.0393695	0.0502416
0.0978687	0.3266008	0.7183212	0.2860056	0.0000000	0.4005997	0.0210273	0.6038153	0.0225466	0.0716875
0.1370390	0.2939990	0.6466380	0.2324139	0.2810186	0.0001657	0.0243414	0.6119320	0.0493747	0.0496248
0.0831644	0.3784172	0.7067355	0.2556212	0.2615042	0.2872994	0.0000000	0.6067830	0.0381509	0.0513336
0.1018854	0.2367716	0.7363555	0.3958183	0.1734383	0.3419665	0.0122765	0.0000000	0.0287352	0.0425233
0.0729029	0.3460568	0.5919248	0.3296403	0.2122720	0.3732379	0.0222523	0.6626120	0.0006636	0.0825855
0.1673918	0.3432694	0.7875815	0.3126949	0.2165927	0.2937008	0.0454633	0.6429671	0.0323079	0.0000000
