"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.1644798	0.4684495	1.0573083	0.3944067	0.3086555	0.5193426	0.0157460	0.7723734	0.0342740	0.0431394
50	0.1718903	0.4457626	1.0218357	0.2630013	0.2423917	0.3324108	0.0381937	0.8164903	0.0453691	0.0604222
100	0.1402726	0.4366766	0.9847225	0.1451127	0.3060446	0.1779444	0.0306019	0.7394936	0.0351263	0.0519576
150	0.1394961	0.4529351	0.9911254	0.0965761	0.3962378	0.0516047	0.0323604	0.8541276	0.0216412	0.0441638
200	0.0951583	0.4774321	0.9466353	0.0911344	0.3899036	0.0140925	0.0352448	0.8536331	0.0332054	0.0416074
250	0.1068787	0.4930540	0.9898998	0.0708251	0.3825503	0.0160560	0.0411171	0.8214774	0.0288533	0.0433340
300	0.0834760	0.3916863	0.9803622	0.1007028	0.3376816	0.0120517	0.0480448	0.7708658	0.0538464	0.0478713
350	0.0814262	0.4525661	1.0079962	0.0957436	0.3643894	0.0065407	0.0330549	0.8208912	0.0490026	0.0424404
400	0.0796366	0.3600239	0.9378636	0.0756318	0.3555906	0.0048480	0.0293573	0.8595227	0.0525359	0.0535358
450	0.0765650	0.4243924	0.9701657	0.0682133	0.2868078	0.0043013	0.0278084	0.8357609	0.0353400	0.0456323
500	0.1042373	0.4808958	0.9299202	0.0846864	0.3350440	0.0089219	0.0356625	0.8166189	0.0237669	0.0385038
550	0.1310422	0.4731232	1.0104429	0.2197199	0.2947539	0.2255687	0.0324434	0.8420356	0.0218485	0.0549972
600	0.1457289	0.4210506	1.0104582	0.2591803	0.3154641	0.3711236	0.0252108	0.7449085	0.0310240	0.0799768
650	0.1661267	0.4860898	0.9496396	0.3386245	0.3026547	0.5544884	0.0248680	0.8286856	0.0340621	0.0866591
700	0.1580603	0.4894737	0.9950158	0.3862426	0.3547484	0.5733141	0.0387665	0.8687675	0.0248113	0.0735194
750	0.1034745	0.4059977	1.0755657	0.3564557	0.2951478	0.6000990	0.0273795	0.9256574	0.0514150	0.0587714
800	0.0853228	0.3361436	1.0915256	0.3969562	0.3215800	0.5106827	0.0252568	0.7765738	0.0403524	0.0642628
850	0.1417011	0.3503543	0.9627198	0.4414927	0.2835209	0.4105741	0.0389387	0.8318969	0.0197093	0.0592257
900	0.1213504	0.4338150	1.0850404	0.4666667	0.3346733	0.5458356	0.0284610	0.8629308	0.0413854	0.0691150
950	0.1198826	0.4056570	1.0493458	0.4083582	0.3126452	0.6257391	0.0195553	0.8678972	0.0249104	0.0583858
1000	0.1422543	0.4367473	1.0007566	0.3899953	0.2740890	0.4754154	0.0103364	0.8822579	0.0455585	0.0894820

0	0.1644798	0.4684495	1.0573083	0.3944067	0.3086555	0.5193426	0.0157460	0.7723734	0.0342740	0.0431394
50	0.0894483	0.2495601	0.9242714	0.3706758	0.4798058	0.4860738	0.3129870	0.7473018	0.0371767	0.0811960
100	0.0285539	0.1218609	1.0839298	0.4342497	0.5748669	0.5101813	0.5435547	0.7474251	0.0482833	0.1045888
150	0.0182082	0.0801667	0.9179554	0.5238707	0.5398320	0.5167404	0.6948505	0.7885091	0.0449307	0.0724379
200	0.0188015	0.0410527	0.9904435	0.4929044	0.5114466	0.5659222	0.7847965	0.7704695	0.0427552	0.0704215
250	0.0138193	0.0378767	1.0204314	0.5179097	0.4827266	0.5256987	0.8732755	0.7128174	0.0331547	0.0749067
300	0.0178837	0.0174700	1.0823293	0.5061753	0.4047887	0.5204248	0.8745805	0.6569655	0.0312221	0.0889310
350	0.0236769	0.0351909	1.1530369	0.4366396	0.3122831	0.4551782	0.8887331	0.5530250	0.0244675	0.0789916
400	0.0211074	0.0395323	1.0705072	0.5095747	0.3283053	0.4311297	0.8293617	0.5832506	0.0138621	0.0473115
450	0.0166104	0.0385666	1.0022492	0.4899046	0.3737592	0.4325089	0.7488063	0.6185598	0.0236856	0.0818590
500	0.0394584	0.0491592	0.9655071	0.5107089	0.3207626	0.4368943	0.7126380	0.5951228	0.0259726	0.1044888
550	0.1411927	0.3298561	0.9828203	0.5028590	0.3028622	0.5243951	0.5324452	0.6689363	0.0459902	0.1068348
600	0.1574069	0.3986539	1.0056097	0.4946032	0.3053434	0.5926798	0.3029331	0.7556296	0.0388432	0.0816945
650	0.1478971	0.4776701	0.9551294	0.4007189	0.2808118	0.6110267	0.1690060	0.7919171	0.0468527	0.0882526
700	0.1089566	0.4272386	0.9356819	0.3642389	0.3490171	0.5425860	0.0467780	0.7352583	0.0544866	0.0595907
750	0.1331355	0.4898844	1.0254012	0.4340234	0.2926056	0.5160662	0.0467279	0.8025822	0.0543199	0.0405896
800	0.1750516	0.4199716	1.1039892	0.4102801	0.3070058	0.5284107	0.0448641	0.8468538	0.0411554	0.0465132
850	0.1382518	0.4366641	1.0014113	0.3896094	0.2917203	0.5359078	0.0464486	0.8512986	0.0381684	0.0309496
900	0.1358248	0.4212531	0.9965715	0.4124028	0.3047852	0.5866220	0.0407051	0.8581520	0.0431516	0.0332195
950	0.1697620	0.4223084	1.0505023	0.3988765	0.2611105	0.5134323	0.0609426	0.8012635	0.0530673	0.0536966
1000	0.1192802	0.4624379	0.9468946	0.3924405	0.2973544	0.6180680	0.0312902	0.8528674	0.0332785	0.0443857

0	0.1644798	0.4684495	1.0573083	0.3944067	0.3086555	0.5193426	0.0157460	0.7723734	0.0342740	0.0431394
50	0.1239026	0.4272708	1.0180655	0.4182618	0.4408902	0.3707241	0.0206630	0.8576280	0.0317934	0.0283025
